LON,LAT,EDO,CLAVE,ESTACION,mar-25
-108.427222,30.838889,CHIH,JANOS,"Janos, Chih. SMN*",3.2
-105.414167,27.544722,CHIH,LBQCH,"La Boquilla, Chih.",0.01
-107.025833,29.88,CHIH,LJSCH,"Las Lajas, Chih.",2
-105.628889,28.166111,CHIH,FIMCH,"Las Vírgenes, Chih.",0.02
-107.994167,27.858611,CHIH,MAGCH,"Maguarichi, Chih. SMN*",0
-106.085556,28.656944,CHIH,QIJCH,"Observatorio de Chihuahua, Chih.",0
-107.930833,30.376667,CHIH,CAGCH,"Observatorio de Nuevo Casas Grandes, Chih.",0.01
-105.675556,26.917778,CHIH,PRRCH,"Observatorio de Parral, Chih.",0
-107.85,28.95,CHIH,TMCCH,"Observatorio de Temósachic, Chih.",0
-104.410833,29.565,CHIH,OJNCH,"Ojinaga, Chih.",3
-105.254167,26.546389,CHIH,PAGCH,"Pico del Aguila, Chih.",0
-105.280833,28.95,CHIH,PGRANERO,"Presa el Granero, Chih. SGT*",0.5
-107.879167,26.870833,CHIH,IGNCH,"San Ignacio, Chih.",0
-107.9125,27.216667,CHIH,URECH,"Urique, Chih.",0
-105.16,26.738611,CHIH,VICCH,"Villa Coronado, Chih.",0.01
-92.804167,16.552778,CHIS,ACACP,"Acala, Chis.",0
-93.458611,17.446111,CHIS,PENCP,"Angel Albino Corzo, Chis.",44.6
-92.874722,17.189444,CHIS,ARROYOGRANDE,"Arroyo Grande, Chis. SGT*",71.6
-93.427222,17.253611,CHIS,AZAPACCFE,"Aza Pac, Chis. CFE*",113.4
-93.026389,16.9525,CHIS,BOMBANA,"Bombana, Chis. SGT*",5.9
-93.15,16.641944,CHIS,BOQCP,"Boquerón, Chis.",0
-92.731389,15.365556,CHIS,CACCP,"Cacaluta, Chis.",20.5
-93.034167,16.742778,CHIS,SUMIDEROCFE,"Cañón del Sumidero, Chis. CFE*",0
-92.479167,16.308333,CHIS,CASCP,"Cascajal, Chis.",6.7
-92.618056,16.963333,CHIS,CHALCHIHUITAN,"Chalchihuitán, Chis. SGT*",57.6
-93.131389,17.341389,CHIS,CHAPULTENANGO,"Chapultenango, Chis. SGT*",253.7
-92.283333,15.75,CHIS,CHMCP,"Chicomuselo, Chis.",3.6
-92.281389,15.750278,CHIS,CHICOMUSELO,"Chicomuselo, Chis. SGT*",0.2
-93.906111,16.2425,CHIS,CREDARRIAGA,"Cred Arriaga, Chis. PC*",0
-92.135556,16.224444,CHIS,CREDCOMITAN,"Cred Comitan, Chis. PC*",9.65
-92.113056,15.435833,CHIS,CUILCOCFE,"Cuilco, Chis. CFE*",0.7
-92.864444,16.038611,CHIS,CUXTEPEQUESCFE,"Cuxtepeques, Chis. CFE*",4.9
-92.575,15.204167,CHIS,DESCP,"Despoblado, Chis.",7
-92.778889,16.401389,CHIS,ANGCP,"Doctor Belisario Domínguez, Chis.",0
-92.590833,16.686111,CHIS,ELAGUAJE,"El Aguaje, Chis. SGT*",0.8
-92.828611,16.787778,CHIS,ELBURRERO,"El Burrero, Chis. SGT*",1.9
-92.925278,16.108333,CHIS,DORADOCFE,"El Dorado, Chis. CFE*",0
-92.829444,17.373056,CHIS,ESCALONCP,"El Escalón, Chis. SGT*",172
-93.030278,17.413333,CHIS,REFUGIOCP,"El Refugio, Chis. SGT*",108.9
-92.808056,15.656667,CHIS,ELTRIUNFO,"El Triunfo, Chis. SMN*",6.6
-93.342222,17.216667,CHIS,EZAPATACFE,"Emiliano Zapata, Chis. CFE*",162.5
-92.666667,15.316667,CHIS,ESCCP,"Escuintla, Chis.",12.2
-92.299167,15.126667,CHIS,FARCP,"Finca Argovia, Chis.",114.4
-92.938056,15.881944,CHIS,CUXTEPEQUESHM,"Finca Cuxtepeques hidrométrica, Chis. SGT*",4.1
-92.325278,15.173889,CHIS,FHACP,"Finca Hamburgo, Chis.",40.2
-92.476111,15.346667,CHIS,FPZCP,"Finca la Paz, Chis.",11
-92.918333,17.441389,CHIS,FIMADERO,"Francisco I. Madero, Chis. SGT*",2
-93.125,16.975,CHIS,GRICP,"Grijalva, Chis.",0
-92.402778,14.997222,CHIS,HUECP,"Huehuetán, Chis.",18.2
-92.454167,16.712778,CHIS,HUIXTAN,"Huixtán, Chis. SGT*",19
-92.472222,15.133333,CHIS,HUICP,"Huixtla, Chis.",5.9
-92.725,15.866667,CHIS,JAPCP,"Jaltenango, Chis.",6
-93.381389,17.364167,CHIS,JDGCP,"Juan de Grijalva, Chis.",93
-92.898611,15.996389,CHIS,JSBCP,"Juan Sabines, Chis.",0
-90.702222,16.580833,CHIS,LACCP,"Lacantún, Chis.",0
-93.561111,16.695833,CHIS,LFLCP,"Las Flores, Chis.",0.9
-92.243333,14.99,CHIS,TAMCP,"Malpaso 2, Chis.",6.3
-93.100556,16.941667,CHIS,CHICP,"Manuel Moreno Torres, Chis.",0
-92.883333,15.45,CHIS,MAPCP,"Mapastepec, Chis.",3.7
-93.384444,16.0675,CHIS,MONTERREYCFE,"Monterrey, Chis. CFE*",0.1
-92.2675,15.333333,CHIS,MOTOZINTLA,"Motozintla, Chis. SGT*",0.7
-93.598889,17.178611,CHIS,MALCP,"Nezahualcóyotl, Chis.",11.9
-93.8975,16.241111,CHIS,AROCP,"Observatorio de Arriaga, Chis.",6.2
-92.1,16.2,CHIS,COOCP,"Observatorio de Comitán, Chis.",10.6
-92.633333,16.733333,CHIS,SCOCP,"Observatorio de San Cristóbal, Chis.",1.6
-93.133333,16.75,CHIS,TXOCP,"Observatorio de Tuxtla Gutiérrez, Chis.",0
-93.150556,17.220556,CHIS,OCOCP,"Ocotepec, Chis.",170.4
-93.216667,15.691667,CHIS,PIJCP,"Pijijiapan, Chis.",1
-91.968056,15.848611,CHIS,PCOCP,"Puente Concordia, Chis.",0.1
-92.616667,16.741667,CHIS,SCRCP,"Puente Morelos, Chis.",0.6
-92.649167,16.725278,CHIS,PTEMORELOS,"Puente Morelos, Chis. SGT*",0.9
-92.618056,16.7475,CHIS,QUIOSCO,"Quiosco, Chis. SGT*",2.8
-92.666667,15.916667,CHIS,REFCP,"Reforma, Chis.",8.4
-93.079167,16.158333,CHIS,REVCP,"Revolución Mexicana, Chis.",0.2
-93.552778,17.348333,CHIS,RCACP,"Rómulo Calzada, Chis.",20
-92.35,17.566667,CHIS,SAACP,"Salto de Agua, Chis.",99.3
-92.603056,16.727222,CHIS,SCCASASCFE,"San Cristóbal de las Casas, Chis. CFE*",1.5
-92.951389,15.872778,CHIS,SFRANCISCOII,"San Francisco 2, Chis. SGT*",21.1
-93.085,17.561111,CHIS,SJOCP,"San Joaquín, Chis.",32.9
-92.239444,15.775,CHIS,SMICP,"San Miguel, Chis.",0
-92.731389,17.035556,CHIS,SPNICHTALUCUM,"San Pedro Nichtalucum, Chis. SGT*",36.2
-92.820833,16.938889,CHIS,SNACP,"Santa María, Chis.",20.5
-93.056389,16.4525,CHIS,SDOCP,"Santo Domingo, Chis.",0
-93.383333,17.425,CHIS,SAYCP,"Sayula, Chis.",67.9
-93.591111,16.152222,CHIS,SMORENACFE,"Sierra Morena, Chis. CFE*",3.1
-92.260556,14.908056,CHIS,TAPCP,"Tapachula, Chis.",15.4
-93.529167,15.875,CHIS,TPICP,"Tres Picos, Chis.",7
-93.577778,16.227222,CHIS,TRESPICOSCFE,"Tres Picos, Chis. CFE*",0.4
-93.381389,17.364167,CHIS,JGRIJALVACFE,"Túneles Juan de Grijalva, Chis. CFE*",93
-93.1,16.761944,CHIS,TUXCP,"Tuxtla Oriente, Chis.",0
-93.086111,16.761667,CHIS,TUXTLACFE,"Tuxtla, Chis. CFE*",0
-93.5375,17.283333,CHIS,TZICP,"Tzimbac, Chis.",153.6
-92.909722,17.178333,CHIS,UNIVERSIDADLIND,"Universidad Lindavista, Chis. SMN*",24.01
-92.715556,16.578056,CHIS,CHIAPILLA,"Villa de Chiapilla, Chis. SGT*",2
-92.147222,15.091111,CHIS,VTACANA,"Volcán Tacaná, Chis. SMN*",87.1
-93.330556,17.116667,CHIS,YAMCP,"Yamonhó, Chis.",47.5
-101.116667,29.15,COAH,CBRCL,"Cabeceras, Coah.",0
-100.661111,26.844444,COAH,CDLCL,"Candela, Coah.",19
-100.950278,29.327778,COAH,CDACL,"Ciudad Acuña, Coah.",0
-103.469167,25.542222,COAH,CYTCL,"Coyote, Coah.",0
-102.064444,26.983333,COAH,CCGCL,"Cuatro Ciénegas, Coah.",20.6
-100.95,29.213611,COAH,CNTCL,"El Centenario, Coah.",0
-101.057222,29.446944,COAH,AMSCL,"Internacional La Amistad, Coah.",0
-103.283889,25.068056,COAH,LFLDR,"La Flor, Coah.",0
-100.832222,28.82,COAH,LFGCL,"La Fragua, Coah.",0
-103.266667,25.766667,COAH,MADCL,"Madero, Coah.",0
-101.4225,26.908333,COAH,MCVCL,"Observatorio de Monclova, Coah.",32.4
-100.5325,28.706667,COAH,PNGCL,"Observatorio de Piedras Negras, Coah.",2.3
-101.016667,25.376389,COAH,SALCL,"Observatorio de Saltillo, Coah.",3.9
-103.45,25.541667,COAH,TORCL,"Observatorio de Torreón, Coah.",0
-101.122778,27.846667,COAH,SBNCL,"Sabinas, Coah.",15.01
-101.016667,25.376389,COAH,STOCL,"Saltillo, Coah.",4.9
-100.953889,29.034167,COAH,SMGCL,"San Miguel, Coah.",0
-102.979444,25.7575,COAH,SPECL,"San Pedro, Coah.",0
-101.213056,28.399444,COAH,SANTACECILIA,"Santa Cecilia, Coah. SMN*",0
-100.920833,25.436111,COAH,ESLCL,"Secretaría de Agricultura Saltillo, Coah.",0.1
-103.699722,27.285278,COAH,SMJCL,"Sierra Mojada, Coah.",2
-100.616111,27.515,COAH,VCRCL,"Venustiano Carranza, Coah.",35
-103.613056,19.2475,COL,BVSCM,"Buenavista, Col.",0
-103.626111,18.826389,COL,CLLCM,"Callejones, Col.",0
-103.725556,18.758611,COL,CDOCM,"Cerro de Ortega, Col.",0
-103.757222,19.3175,COL,CMLCM,"Comala, Col.",0
-103.804167,19.2125,COL,CQMCM,"Coquimatlán, Col.",0
-103.6,19.325,COL,CUACM,"Cuauhtémoc, Col.",0
-103.702778,19.295,COL,CHNCM,"El Chanal, Col.",0
-110.953611,18.726667,COL,ISOCORROmar,"Isla Socorro, Col. SEMAR*",0
-103.866389,19.17,COL,LAECM,"La Esperanza, Col.",0
-103.725278,19.223333,COL,LPSCM,"La Posta, Col.",0
-103.774167,18.809167,COL,LDACM,"Laguna de Amela, Col.",0
-104.318611,19.044444,COL,MNZCM,"Observatorio de Manzanillo, Col.",0
-103.884444,19.111389,COL,DJLCM,"P. deriv. Gregorio T. Q. Jala, Col.",0
-103.8125,19.3275,COL,PNTCM,"P. deriv. Peñitas, Col.",0
-104.100556,18.938611,COL,RDRCM,"Radar, Col.",0
-103.700833,19.408333,COL,SCHCM,"Suchitlán, Col.",0
-103.867778,18.911667,COL,TCMCM,"Tecomán, Col.",0
-103.663333,19.2775,COL,TRPCM,"Trapiche, Col.",0
-99.235278,19.203333,DF,AJUSCOALTATEN,"Ajusco Alta Tensión, Cd. de Méx. SACMéx.",14.75
-99.210278,19.218611,DF,AJSDF,"Ajusco, Cd. de Méx.",14.33
-99.1375,19.469722,DF,CMTDF,"Avenida Cien Metros, Cd. de Méx.",10.75
-99.197222,19.388611,DF,CAJA6IPSAYP,"Caja 6 IP San Antonio y Periferico, Cd. de Méx. SACMéx.",24
-99.1375,19.516667,DF,CEADF,"Campamento Amealco, Cd. de Méx.",13
-99.183333,19.486389,DF,CMYDF,"Campamento Mecoaya, Cd. de Méx.",21.75
-98.999444,19.357222,DF,CDMDF,"Cárcel de Mujeres, Cd. de Méx.",2
-99.208333,19.155556,DF,CFSDF,"Caseta Forestal, Cd. de Méx.",0
-99.021667,19.256111,DF,CERRILLOS,"Cerrillos, Cd. de Méx. SACMéx.",17
-99.1125,19.407778,DF,CDVDF,"Ciudad Deportiva, Cd. de Méx.",10.25
-99.09,19.484167,DF,CYLDF,"Coyol, Cd. de Méx.",5.75
-99.309167,19.313333,DF,DTLDF,"Desierto de los Leones, Cd. de Méx.",1.5
-99.073056,19.288611,DF,ELMOLINOCDMX,"El Molino, Cd. de Méx. SACMéx.",9
-99.286389,19.3625,DF,EYQDF,"El Yaqui, Cd. de Méx.",8.75
-99.352222,19.295,DF,EZCDF,"El Zarco, Méx.",4.25
-99.151944,19.300556,DF,EAZDF,"Estadio Azteca, Cd. de Méx.",8
-99.131389,19.431111,DF,DDFDF,"Gobierno de la Ciudad de México, Cd. de Méx.",9.5
-99.2625,19.308056,DF,HYTDF,"Huayatla, Cd. de Méx.",4
-98.975,19.339167,DF,LACALDERA,"La Caldera Subestación eléctrica Santa Lucía, Méx. SACMéx.",2.75
-99.066667,19.377778,DF,LU4DF,"Lumbrera Cuatro Ríos (El Moral), Cd. de Méx.",6.5
-99.120556,19.150556,DF,MTULMIAC,"Manantial Tulmiac, Cd. de Méx. SACMéx.",4.5
-99.133889,19.403333,DF,MCRDF,"Marcos Carrillo, Cd. de Méx.",8.5
-99.026944,19.187222,DF,MILPAALTADF,"Milpa Alta, Cd. de Méx. SACMéx.",11.5
-99.196111,19.406389,DF,CTMDF,"Observatorio de Tacubaya, Cd. de Méx.",19.5
-99.096389,19.316389,DF,OCSDF,"Organismo de Cuenca Aguas del Valle de Mécico Sur, Cd. de Méx.",5.5
-99.219444,19.285278,DF,PICACHOHOMUN,"Picacho Homun, Cd. de Méx. SACMéx.",9.75
-99.233056,19.187778,DF,MZTDF,"Planta Abasolo (Mezontepec), Cd. de Méx.",19.25
-99.2,19.413056,DF,PCHDF,"Planta Chapultepec, Cd. de Méx.",22.5
-99.100278,19.379167,DF,PBADF,"Planta de bombeo Aculco, Cd. de Méx.",10
-99.057778,19.433333,DF,PBCDF,"Planta de bombeo Churubusco Lago, Cd. de Méx.",5.25
-99.047222,19.442222,DF,CHAPLAGO,"Planta de bombeo Churubusco Lago, Cd. de Méx. SACMéx.",5.25
-99.119444,19.486667,DF,PBLDF,"Planta de bombeo Lindavista, Cd. de Méx.",0
-99.068333,19.420278,DF,PLMDF,"Planta de bombeo López Mateos, Cd. de Méx.",9
-99.126389,19.365278,DF,PMLDF,"Planta de bombeo Municipio Libre, Cd. de Méx.",7
-99.163889,19.468889,DF,PSNDF,"Planta de bombeo Nueva Santa María, Cd. de Méx.",0
-99.170556,19.435556,DF,PBTDF,"Planta de bombeo Tizoc, Cd. de Méx.",21
-99.037778,19.38,DF,PBODF,"Planta de bombeo U.H. Ejército de Oriente, Cd. de Méx.",0
-99.126111,19.285833,DF,PVCDF,"Planta de bombeo Villa Coapa, Cd. de Méx.",10.25
-99.143056,19.331944,DF,PXTDF,"Planta de bombeo Xotepingo, Cd. de Méx.",8.25
-99.076389,19.336944,DF,PLEDF,"Planta de Tratamiento Cerro de La Estrella, Cd. de Méx.",6.5
-99.154444,19.513056,DF,PRMDF,"Planta de Tratamiento Río de La Magdalena, Cd. de Méx.",7.5
-99.154444,19.513056,DF,PRRDF,"Planta de Tratamiento Río Remedios, Cd. de Méx.",8.25
-99.190278,19.509167,DF,PTRDF,"Planta de Tratamiento Rosario, Cd. de Méx.",15.25
-99.023056,19.299167,DF,PSCDF,"Planta de Tratamiento Santa Catarina, Cd. de Méx.",2.25
-99.097222,19.455833,DF,PGNDF,"Planta Generadora 101, Cd. de Méx.",7.5
-99.090833,19.246389,DF,PNTDF,"Planta Nativitas, Cd. de Méx.",17.5
-99.209444,19.308611,DF,PICACHOAJUSCO,"Planta Pichacho Ajusco Periférico, Cd. de Méx. SACMéx.",0
-99.05,19.233333,DF,PSLDF,"Planta San Luis, Cd. de Méx.",16.75
-99.177222,19.328889,DF,POZOCU,"Pozo C.U., Cd. de Méx. SACMéx.",0.75
-99.129444,19.237222,DF,RECLUSORIOSUR,"Pozo reclusorio Sur, Cd. de Méx. SACMéx.",26.75
-99.235556,19.423611,DF,PRESAMIXCOAC,"Presa Mixcoac, Cd. de Méx. SACMéx.",54
-99.059444,19.225278,DF,PTARSPACTOPAN,"PTAR San Pedro Actopan, Cd. de Méx. SACMéx.",19.5
-99.171111,19.263056,DF,PSPDF,"Pueblo San Pedro Mártir, Cd. de Méx.",10.75
-99.17,19.4,DF,RCMDF,"Radio Comunicación, Cd. de Méx.",15.25
-99.194167,19.296111,DF,RBTDF,"Rebombeo Bosque de Tlalpan, Cd. de Méx.",8.5
-99.028889,19.338333,DF,SCMDF,"Rebombeo La Quebradora (Santa Cruz Meyehualco), Cd. de Méx.",1.75
-99.000556,19.275,DF,TEQUESQUITE,"San José Tlahuac RB Tequesquite, Cd. de Méx. SACMéx.",0
-99.077778,19.4775,DF,CRAEOCAVM,"San Juan de Aragón (CRAE OCAVM), Cd. de Méx. SACMéx.",4.75
-99.176389,19.206389,DF,SMTOPILEJO,"San Miguel Topilejo, Cd. de Méx. SACMéx.",7
-99.17,19.262778,DF,SPEDROMARTIR,"San Pedro Mártir, Cd. de Méx. SACMéx.",10.75
-99.009722,19.281389,DF,SPPDF,"San Pedro Tláhuac, Cd. de Méx.",2
-99.09,19.190278,DF,CTNDF,"San Salvador Cuauhtenco, Cd. de Méx.",12
-99,19.166667,DF,SANDF,"Santa Ana, Cd. de Méx.",6
-99.264444,19.359722,DF,TSLDF,"Santa Fe (Santa Lucía), Cd. de Méx.",14.56
-99.122222,19.572222,DF,SGDDF,"Sierra Guadalupe, Cd. de Méx.",3.5
-99.1425,19.556111,DF,TCMDF,"Tanque Chalmita, Cd. de Méx.",8.25
-99.272222,19.373056,DF,TECDF,"Tanque el Cartero, Cd. de Méx.",21.07
-99.246389,19.333889,DF,TELDF,"Tanque el Lienzo, Cd. de Méx.",21
-99.084722,19.440833,DF,TPNDF,"Tanque Peñón, Cd. de Méx.",4.75
-99.248611,19.316667,DF,TSFDF,"Tanque San Francisco, Cd. de Méx.",10
-99.228611,19.436389,DF,TSJDF,"Tanque San Joaquín, Cd. de Méx.",27.75
-99.2125,19.361944,DF,TRGDF,"Tarango, Cd. de Méx.",28.5
-99.135833,19.199444,DF,TPJDF,"Topilejo, Cd. de Méx.",8.25
-99.211667,19.399167,DF,TNGDF,"Triángulo, Cd. de Méx.",26
-99.180556,19.346667,DF,CCUDF,"Universidad, Cd. de Méx.",13
-99.245833,19.274167,DF,ZACATON,"Zacatón, Cd. de Méx. SACMéx.",14.75
-104.810278,24.538333,DGO,CBRDR,"Caboraca, Dgo.",0
-104.7,24,DGO,CAGDR,"Campo Agrícola, Dgo.",0
-104.782778,24.518333,DGO,CNTDR,"Canatlán, Dgo.",0
-104.121111,24.4375,DGO,CGVDR,"Ciudad Guadalupe Victoria, Dgo.",0
-103.521667,25.533333,DGO,CLRDR,"Ciudad Lerdo, Dgo.",0
-103.698889,24.871944,DGO,CNCDR,"Cuencamé, Dgo.",0
-104.666667,24.033333,DGO,DRGDR,"Durango, Dgo.",0
-104.480833,24.945,DGO,CTODR,"El Cuarto, Dgo.",0
-102.785,24.563056,DGO,TGRDR,"El Tigre, Dgo.",0
-106.538056,24.702222,DGO,TDRDR,"El Tule del Real, Dgo.",0
-103.960833,24.001667,DGO,FVLDR,"Francisco Villa, Dgo.",0
-103.773611,25.270833,DGO,FZRDR,"Francisco Zarco, Dgo.",0.01
-105.952222,25.934444,DGO,GNCDR,"Guanaceví, Dgo.",0
-104.9225,24.803889,DGO,GUADR,"Guatimapé, Dgo.",0
-105.219722,25.575556,DGO,INDDR,"Indé, Dgo.",0
-103.983333,26.549722,DGO,LAFLOR,"La Flor de Jimulco, Dgo. SMN*",0.2
-106.7,25.35,DGO,LHRDR,"La Huerta, Dgo.",0
-99.170556,19.286944,DGO,LAJOYACDMX,"La Joya, Cd. de Méx. SACMéx.",2
-104.246944,23.387778,DGO,MICHILIA,"La Michilia, Dgo. SMN*",0
-106.366667,26.133333,DGO,ROSDR,"La Rosilla, Dgo.",0
-105.466111,24.185833,DGO,LVEDR,"Las Vegas, Dgo. SMN*",0
-105.015833,25.594167,DGO,LCRDR,"Lázaro Cárdenas, Dgo.",0.01
-103.85,25.816667,DGO,MPMDR,"Mapimí, Dgo.",0
-105.0475,23.899167,DGO,NAVDR,"Navíos Viejos, Dgo.",0
-105.725,25.341111,DGO,TLHDR,"Observatorio de Tepehuanes, Dgo.",0
-104.656667,24.203889,DGO,PAGDR,"Peña del Aguila, Dgo.",0
-104.753056,23.961111,DGO,GVCDR,"Presidente Guadalupe Victoria, Dgo.",0
-104.558333,25.181944,DGO,RDODR,"Rodeo, Dgo.",0
-105.443056,25.225,DGO,SACDR,"Salomé Acosta, Dgo.",0
-105.560833,26.436667,DGO,SGBDR,"San Gabriel, Dgo.",0
-102.778056,24.630556,DGO,SJGDR,"San Juan de Guadalupe, Dgo.",0
-104.276944,25.085,DGO,SLCDR,"San Luis del Cordero, Dgo.",0
-104.2925,25.564167,DGO,SPGDR,"San Pedro del Gallo, Dgo.",0
-104.054444,23.623056,DGO,SELDR,"Santa Elena, Dgo.",0
-104.675833,23.874444,DGO,SBYDR,"Santiago Bayacora, Dgo.",0
-105.566667,26.084444,DGO,SRDDR,"Sardinas, Dgo.",0
-106.975,24.933333,DGO,TMZDR,"Tamazula, Dgo.",0
-103.441667,26.1125,DGO,THODR,"Tlahualilo, Dgo.",0.01
-103.979722,23.737778,DGO,VGCDR,"Vicente Guerrero, Dgo.",0
-104.928889,26.2425,DGO,VHGDR,"Villa Hidalgo, Dgo.",0
-105.506111,26.447778,DGO,VOCDR,"Villa Ocampo, Dgo.",0
